Id,SalePrice
1585,139577.81945429055
1586,70495.87651395123
1587,103328.29863121184
1588,146864.83391308604
1589,93937.17946745764
1590,134809.1065267485
1591,96116.05983355135
1592,118866.54886796136
1593,122157.12648339242
1594,143277.06944631296
1595,121476.38059046783
1596,228425.97082982608
1597,198009.31452199223
1598,216704.64050227066
1599,170477.22039962068
1600,168335.11579680233
1601,69924.8512870268
1602,109822.0219954956
1603,75897.50148716032
1604,267069.5398190819
1605,242592.2888293393
1606,172382.78930868674
1607,172004.43212954683
1608,220148.65044657164
1609,185189.00359314482
1610,152861.88194928246
1611,142504.0101230449
1612,174060.18005916776
1613,166773.26665445341
1614,118556.27395387873
1615,89184.06129098538
1616,77769.77440503307
1617,92150.40393531552
1618,132961.47097316425
1619,140148.8596126023
1620,197403.20809305581
1621,139446.89252077512
1622,137011.90332692052
1623,269699.7104232863
1624,203254.2655737481
1625,115196.98034435147
1626,163952.94654649106
1627,187499.8262550505
1628,295042.5373681071
1629,191062.78010462123
1630,349877.7345309884
1631,225069.8048398029
1632,248461.93740738084
1633,180401.27465673367
1634,187122.00466829602
1635,179795.6135389763
1636,158403.02498194648
1637,189355.78493728672
1638,186371.31736826923
1639,183015.886977268
1640,253856.57956121652
1641,179424.70243737474
1642,250379.92161817543
1643,226382.83613380202
1644,249036.98935411134
1645,193392.72661373724
1646,165355.89276071024
1647,161996.94175382145
1648,135371.14410486052
1649,140997.12419253186
1650,114520.90581107924
1651,127565.8907840327
1652,96660.95011375859
1653,101738.10953565864
1654,145817.97555341793
1655,143710.76746701542
1656,145075.57965202015
1657,148176.832370097
1658,150102.5775800798
1659,124623.61796434256
1660,155744.2039349978
1661,450092.30406839086
1662,412665.9505049194
1663,370333.6047000773
1664,473880.36323045345
1665,305903.6282531099
1666,313397.8918186848
1667,373024.96859574295
1668,346649.8415731152
1669,309750.6056639624
1670,341294.8789709776
1671,242524.85199296166
1672,416928.53298484476
1673,295536.81885661604
1674,238133.4188929749
1675,197429.61257810573
1676,190031.57023086026
1677,216206.84207480913
1678,447020.06287408475
1679,392840.5675921026
1680,343446.1948308921
1681,251250.85395918266
1682,303712.08530119446
1683,186600.6628992092
1684,180964.13871861386
1685,174611.1462995899
1686,178733.91943624994
1687,176867.8168818041
1688,189670.3834342602
1689,190451.47267010564
1690,197174.80337496326
1691,187231.80053602403
1692,273220.1646482093
1693,187418.04001452134
1694,184369.47472357182
1695,172279.98756117426
1696,269718.5533308014
1697,177224.6024083891
1698,354991.0821047488
1699,316941.4930524704
1700,245393.67707737882
1701,261039.19957345742
1702,244479.49258295287
1703,253171.14806465473
1704,266377.6211769378
1705,243951.6254750213
1706,420419.7722167671
1707,215489.30922836077
1708,204015.92120785176
1709,259571.42552620053
1710,236416.05105977628
1711,270369.637789072
1712,259183.90340354058
1713,268637.15090987773
1714,223566.68273785763
1715,208589.4924332577
1716,176715.2240430381
1717,179345.64028737493
1718,138564.38493354258
1719,206671.64193859242
1720,232938.87517013654
1721,162712.95588801499
1722,129466.13937208275
1723,152512.63972244508
1724,211287.58406671238
1725,239049.93712373264
1726,191984.0573571922
1727,156059.23803119914
1728,174242.5177115664
1729,173507.56594389898
1730,154514.52358962147
1731,122798.456046609
1732,130878.33193192526
1733,117006.60878035655
1734,123205.95732754355
1735,129816.11864795719
1736,115313.66570369322
1737,302603.1526671682
1738,246649.92040052084
1739,255400.7051156708
1740,212618.69722055478
1741,182065.45266486995
1742,173200.86872901418
1743,173200.75183699798
1744,303741.2509912581
1745,211528.09971100785
1746,191097.63772457303
1747,222865.0470150219
1748,223891.82186201354
1749,153821.03565816983
1750,122061.18088433203
1751,242587.65047422214
1752,121939.38598804231
1753,146450.23709687707
1754,187416.87625816246
1755,164399.69369969703
1756,128930.95035835619
1757,123096.90881627362
1758,147124.1488777715
1759,166283.00073865853
1760,161762.27645438205
1761,138934.9076641978
1762,184586.59652289035
1763,176641.4327050638
1764,120511.03810005033
1765,151016.37862824157
1766,169105.8085002323
1767,200382.153316169
1768,139408.16414628708
1769,172707.25347461484
1770,149089.0003057563
1771,124223.01592787616
1772,133643.03393645963
1773,127731.46010597044
1774,143326.4683157818
1775,143851.22232628358
1776,124729.15010285901
1777,105359.72097707709
1778,135833.9485639735
1779,117323.09866268418
1780,179764.27023926622
1781,130950.60313732125
1782,88272.35309711742
1783,137207.33973353793
1784,105899.65147841151
1785,118673.01966834924
1786,148005.8792503685
1787,164314.68215606583
1788,60062.93924385871
1789,97475.64412642451
1790,80424.70887302709
1791,185803.85903219576
1792,150926.12012412486
1793,131542.5035832821
1794,154492.72949650406
1795,133785.0355235153
1796,131458.22411005263
1797,109670.04883024575
1798,126494.36498672028
1799,112772.55348109634
1800,133122.64933573315
1801,127905.36023795641
1802,134101.6602603217
1803,150746.83307626005
1804,138010.45503326802
1805,136822.03358415424
1806,119946.04374959433
1807,121880.21257057984
1808,115210.78600032434
1809,114441.85766110351
1810,146703.357986225
1811,94806.8956030723
1812,91892.47719378903
1813,127487.57631790382
1814,94988.8671318271
1815,57993.46906288639
1816,100699.21690117067
1817,115775.27857277427
1818,166303.3480835061
1819,126495.82422503908
1820,60275.247406350696
1821,109540.71475177238
1822,153905.14936301135
1823,42013.45691233324
1824,125666.0986295382
1825,140009.103184295
1826,109932.04483690119
1827,97415.20888740006
1828,131162.7762324994
1829,111508.2655091524
1830,141026.5214821993
1831,148701.13034454532
1832,93088.67097468034
1833,129095.41276129211
1834,117530.35518152975
1835,113908.38661099378
1836,113614.46869135746
1837,83853.10006363975
1838,129513.66232974322
1839,103279.39191957543
1840,138435.883082113
1841,132644.99475260734
1842,86359.43816368992
1843,131577.97843193825
1844,150822.27752247022
1845,142192.67674993002
1846,151038.29694053976
1847,168322.51665897292
1848,68413.33391105976
1849,110058.83839377118
1850,117967.66880712588
1851,145740.18084986237
1852,124213.32458887681
1853,128155.71320341645
1854,165008.4369140307
1855,163478.64437358757
1856,214856.8509139032
1857,138047.77520096715
1858,134908.23679790815
1859,117975.2331801382
1860,146094.3477124662
1861,116929.74692975366
1862,317044.51080231555
1863,302950.9946955723
1864,302961.74597066524
1865,349162.9569152329
1866,339358.00175963296
1867,227727.35016143517
1868,280426.97117235744
1869,204953.78992570826
1870,221876.70951944974
1871,275861.5516707132
1872,174454.23528035992
1873,237209.16020888026
1874,137511.1667531091
1875,198731.21806707574
1876,196756.76048260933
1877,199998.34790954576
1878,209799.30864047146
1879,135529.72167263966
1880,133248.62808553263
1881,221328.71628173458
1882,242636.65013167338
1883,190750.01909772595
1884,200419.2616702785
1885,239403.76874324138
1886,281612.7655563194
1887,206067.65275824373
1888,249993.84911774896
1889,167169.5401690872
1890,124914.2277639531
1891,136465.77781760896
1892,100521.02423855575
1893,129330.02392713964
1894,123093.41705252415
1895,140861.98165583142
1896,124977.27329809265
1897,118662.88199058743
1898,116901.97119964942
1899,149486.21431258816
1900,147953.25424088212
1901,181439.18223924734
1902,147389.38481795535
1903,232293.24924332008
1904,150443.6219077006
1905,188841.1702369848
1906,171174.02217767987
1907,187768.39345920918
1908,110939.34953083796
1909,133650.57803806406
1910,121933.07302513167
1911,217408.99436174607
1912,341475.77806352894
1913,140732.9354151269
1914,64228.890172904656
1915,306619.90190965694
1916,60999.89920391845
1917,246283.8765071464
1918,138560.63462775794
1919,167488.08400634362
1920,150765.1742674154
1921,376859.12099323684
1922,315486.6987265607
1923,221081.12214874965
1924,227902.00490162853
1925,193854.30956957923
1926,367138.6819785817
1927,132157.92286008454
1928,161997.7437905803
1929,121477.9751316091
1930,132530.22076134186
1931,139800.99775898742
1932,142538.84892233193
1933,183543.14078800322
1934,181156.94780394327
1935,173737.96129088686
1936,196783.77192159963
1937,187331.80891977763
1938,173590.16141147155
1939,284488.83132512134
1940,190913.5595362087
1941,171369.62706032937
1942,183814.77672774502
1943,223282.27689751075
1944,425922.1706602499
1945,424399.6081243993
1946,168947.15792297895
1947,330421.8249386274
1948,172413.16632713465
1949,244499.3560221353
1950,181399.79749325942
1951,236975.58467189368
1952,199231.30984193244
1953,165238.36615840223
1954,193993.88752253604
1955,137249.97856864572
1956,320578.68808872614
1957,156422.86105481643
1958,277852.49751192366
1959,145418.53845307213
1960,116448.37457051377
1961,127489.90834697633
1962,95849.65868817322
1963,100972.73668374834
1964,108617.20794636261
1965,150782.33856378123
1966,146282.5774989269
1967,277094.9226228623
1968,414387.71730576764
1969,399262.9381090803
1970,425458.80052800954
1971,466567.77980850346
1972,373113.7001692753
1973,290221.0744379483
1974,331317.8190152877
1975,468820.0616220336
1976,271703.6491045619
1977,345089.43518171523
1978,364527.1663357634
1979,342034.1729089885
1980,206904.90597572312
1981,332045.2706928284
1982,226336.7970942842
1983,224725.6463593918
1984,164004.0252529764
1985,217086.24908127845
1986,203309.74997117443
1987,186456.38803116127
1988,176143.35589004075
1989,194994.48589775868
1990,213219.0410600665
1991,230645.94802360528
1992,219146.27615396096
1993,175795.20149494274
1994,234095.45990947384
1995,186445.40377135074
1996,253833.5808140537
1997,320533.3835188557
1998,304620.864888323
1999,279688.381027777
2000,332011.3026866851
2001,262760.32341154857
2002,247601.25869767187
2003,260422.0561916537
2004,272889.00891610485
2005,233606.65087341957
2006,231009.31911600323
2007,253160.35235319054
2008,210122.4470341033
2009,201153.56307883578
2010,189880.2680883847
2011,146060.02320731396
2012,175223.40229935478
2013,185571.16129186848
2014,183962.38738079095
2015,212622.71809535645
2016,192660.0574853281
2017,197890.00746541447
2018,126690.13032763364
2019,134940.06397143105
2020,103424.95721244079
2021,110921.77546076337
2022,179448.29693888378
2023,147368.27073640472
2024,255880.24719094037
2025,360641.5625608969
2026,190952.7165873464
2027,161855.71205961407
2028,145893.079868173
2029,168008.59601861515
2030,264660.2180525637
2031,231510.44602507615
2032,254353.5138380155
2033,258490.3225885702
2034,172163.62989624482
2035,220711.33996939828
2036,196980.13995400484
2037,200135.11154848745
2038,302663.6154137604
2039,224419.39026356116
2040,298636.4813708939
2041,268573.5846114629
2042,211553.41005664747
2043,171825.90463541192
2044,167115.5116904257
2045,215379.12137377166
2046,145499.8248906691
2047,147415.85918563607
2048,140965.4109722596
2049,136346.31622592238
2050,176903.57523277466
2051,101390.69413985904
2052,122177.64415286793
2053,143633.2562120748
2054,91797.41241892555
2055,154752.21942003004
2056,143638.7074926169
2057,117499.21887848449
2058,210900.7673789472
2059,137584.72868838007
2060,160466.37425996567
2061,160479.67312628136
2062,127270.32640157273
2063,121595.74427603022
2064,146996.69881287927
2065,120290.13104573678
2066,163533.64035347488
2067,116961.96915340354
2068,138439.1245418809
2069,82008.51075394318
2070,114467.16793549519
2071,98158.48039181996
2072,137971.62372398208
2073,139426.79575917422
2074,187958.3189950863
2075,148973.686555025
2076,121485.93391594724
2077,150053.2350889968
2078,130134.49765935316
2079,137559.09668639692
2080,119521.93891313666
2081,126819.17386073747
2082,118938.9314320744
2083,150402.8764849619
2084,113134.82049155422
2085,125895.56287039959
2086,114667.2375367631
2087,125675.21454531717
2088,88273.96328750454
2089,81972.66168520038
2090,131530.3522040251
2091,114635.64684760192
2092,135929.86702733353
2093,114920.08021187305
2094,108949.1991528167
2095,147891.13655360168
2096,78778.0710265894
2097,94680.43403783893
2098,150749.61092712113
2099,61196.121952750575
2100,97787.50910557492
2101,110462.80224323267
2102,124993.91144259134
2103,107266.25826272421
2104,143184.42494765925
2105,126503.46931067949
2106,76310.97196669294
2107,204405.42169138894
2108,114476.90294473874
2109,111298.67882260532
2110,118726.79689028625
2111,124703.6674075971
2112,145994.70537022644
2113,125638.63687898917
2114,117800.46308541368
2115,167849.74828504573
2116,111869.73801690528
2117,150924.8387500969
2118,123273.46909566852
2119,109961.14669128928
2120,122021.99845064955
2121,90154.7907539631
2122,116447.89180577037
2123,87532.74205677838
2124,165463.8231304887
2125,125116.00309120632
2126,155797.81330706296
2127,153903.07063688786
2128,120396.44290682625
2129,99733.72372639416
2130,137543.90801200256
2131,148938.3648890204
2132,110526.37900824414
2133,118440.79362576228
2134,126521.35128288492
2135,95028.21041074744
2136,70914.86930130748
2137,107878.038049286
2138,124844.09205768502
2139,152308.62558763233
2140,133667.1074494906
2141,158227.4945612421
2142,130547.39931614805
2143,145522.9237897371
2144,116047.22129054187
2145,134452.5853419759
2146,163418.23974438035
2147,140068.23040629868
2148,147397.9802025599
2149,148873.2610594559
2150,242374.55227814673
2151,117485.96652894514
2152,159645.33264802897
2153,149657.35619098763
2154,102030.56883892004
2155,136889.08322247048
2156,247349.8228599321
2157,218219.85107162266
2158,243210.71995075507
2159,216416.78063403053
2160,178229.56925716723
2161,237340.71863432473
2162,349587.1273461705
2163,340586.20201859996
2164,249873.9388107648
2165,206453.97028038895
2166,150216.16292911422
2167,215730.70597390778
2168,200061.41964543192
2169,200436.22544245725
2170,213714.39377303043
2171,149793.03343483323
2172,138647.89315057686
2173,175548.89172565786
2174,227872.77586034706
2175,285070.8314078336
2176,313413.8307873971
2177,243176.88238110743
2178,207612.75743679702
2179,139575.30335006912
2180,189077.66457269777
2181,202506.18931197788
2182,229263.71088582417
2183,200022.92221099883
2184,113852.0426424818
2185,130054.26595216026
2186,144370.632102856
2187,160933.96116555695
2188,166906.40284031932
2189,303566.4939966032
2190,80457.1538672265
2191,77574.84056533559
2192,88120.95584947635
2193,114698.82251821374
2194,109030.58224261725
2195,106488.19325652436
2196,100034.89604540772
2197,123179.54765128091
2198,149033.73875103932
2199,176427.63712348242
2200,143840.62186402918
2201,149426.5580943671
2202,217640.49132001062
2203,140412.72221138864
2204,190331.6392092402
2205,121486.84115406637
2206,135920.85897151238
2207,219960.9871100912
2208,252759.6859927943
2209,242050.87467227934
2210,124973.65504144199
2211,112314.11210395905
2212,118633.87501911481
2213,106579.9758452714
2214,139914.6283142623
2215,102821.45329533471
2216,143776.91934447893
2217,68594.69523080892
2218,72006.3080947456
2219,78444.18328938613
2220,78934.91960345881
2221,306759.59296606097
2222,273397.7284714165
2223,296189.3982588694
2224,208760.72158591394
2225,121985.27091786198
2226,178052.3450271666
2227,197273.86644144935
2228,269269.3254660374
2229,234998.88247853948
2230,155268.21717579267
2231,202711.69975193896
2232,174373.8430626386
2233,174788.8285776995
2234,235652.60117242642
2235,214660.40011205958
2236,247876.80356742148
2237,303646.93613695307
2238,199906.49488882825
2239,106196.75636090286
2240,158277.2900930558
2241,144996.11239004473
2242,125079.7156466087
2243,128980.90571079595
2244,106694.03724843453
2245,104731.0699819808
2246,141172.85757419223
2247,106984.09279786535
2248,128326.81213333577
2249,128202.39466733226
2250,137269.10355726426
2251,145828.0225175945
2252,174833.1332784949
2253,158257.12143520627
2254,177729.192347317
2255,175796.9400800227
2256,181205.6435091439
2257,210868.3143403165
2258,161549.70282017405
2259,175766.35652802358
2260,141433.4289365682
2261,194967.7411600903
2262,217745.00041965264
2263,392749.23916207964
2264,466573.1059821226
2265,172495.87319147977
2266,321356.4981985738
2267,354128.72076306056
2268,420280.362215237
2269,148680.4773656938
2270,199388.97878434916
2271,201798.13133017917
2272,195321.48714275338
2273,161690.81947320985
2274,178449.2190517377
2275,158749.85134098277
2276,197121.0041779595
2277,186822.08850371724
2278,153934.59231317224
2279,130842.93743092992
2280,114346.89670169637
2281,168281.9046944761
2282,182495.57108587606
2283,107666.03327586877
2284,111651.3182391648
2285,139809.45466748805
2286,120577.8884207137
2287,365870.520458027
2288,281581.6389807481
2289,364683.62072157185
2290,444833.13605613715
2291,329352.6492793943
2292,442739.0182165577
2293,452471.68810954806
2294,420083.6263383838
2295,449750.1084750367
2296,267011.66477674374
2297,349336.95020379964
2298,354777.6631119058
2299,361131.3788752394
2300,326238.14519409393
2301,311704.0085894788
2302,243849.62136793416
2303,245978.37746869738
2304,241475.19004293613
2305,187829.9894795227
2306,183525.46540373648
2307,197665.88139004086
2308,236666.84495141843
2309,283902.36270456447
2310,232292.72094020149
2311,197006.68962926156
2312,175611.8251634022
2313,176921.0266986339
2314,171714.51984850806
2315,174299.8067839238
2316,189943.52623341727
2317,183632.4370727897
2318,173709.94985389867
2319,181449.32590234437
2320,187678.27381999174
2321,242872.77449142485
2322,181214.56502181035
2323,191353.8586839688
2324,189052.80830373082
2325,212172.39141002655
2326,178747.49922027974
2327,209932.3127191739
2328,225125.26217242848
2329,191624.48290792503
2330,177806.86217718243
2331,339057.99187518447
2332,420258.0416741525
2333,313141.98199819715
2334,264712.813738874
2335,278018.9763576472
2336,308597.2769924163
2337,191341.36847600702
2338,250282.46392882208
2339,236962.3733737016
2340,368694.3109654571
2341,214150.97103961415
2342,238624.8847958672
2343,226953.7401654622
2344,220923.9158119494
2345,233051.5524754044
2346,221673.65989680972
2347,195356.80321893885
2348,242275.56432351953
2349,177714.37072071517
2350,305016.7306367075
2351,256677.03062593672
2352,260039.68448315095
2353,262306.53266851103
2354,136909.03757824266
2355,142065.37447371555
2356,153124.30252315826
2357,190615.61185732923
2358,197303.39031672964
2359,126559.05524802054
2360,116112.87966362374
2361,142458.56148730638
2362,241303.77823254437
2363,149917.75450680865
2364,159092.63841020138
2365,217307.58920894074
2366,198247.03365974006
2367,232135.85150707653
2368,214678.0650708496
2369,221492.31205584266
2370,169599.84870975604
2371,168591.02144756395
2372,189332.78071558877
2373,275501.45202591154
2374,307690.2190366284
2375,234828.36672227102
2376,263192.45633551525
2377,313192.1692977874
2378,150203.1295472972
2379,203850.7543302651
2380,146839.91572592157
2381,155398.24272330984
2382,200858.2089297971
2383,203931.0307010747
2384,237876.89048680651
2385,161702.89852633298
2386,131406.39621186757
2387,131511.9933796177
2388,103049.90004652861
2389,132624.44263868136
2390,157384.1708302615
2391,147806.629262942
2392,116209.35589192332
2393,171086.75934891988
2394,152435.93978600547
2395,207506.00303428332
2396,149281.1811262163
2397,205239.8942877259
2398,125089.60152957999
2399,58095.451518946225
2400,68706.68241990088
2401,122119.95686062016
2402,128998.83154721756
2403,144634.74002118566
2404,153144.85419350944
2405,155071.67355264255
2406,138990.03653572424
2407,119412.69771819792
2408,144256.9157083675
2409,122845.686595491
2410,170644.8477200595
2411,115393.82254753093
2412,152415.15722461912
2413,129557.99499467238
2414,150490.86354280877
2415,130022.41951073502
2416,134019.6343270555
2417,139598.583289364
2418,131734.07209678672
2419,123440.96618448707
2420,121838.16832281824
2421,143294.53836959988
2422,113679.30627456012
2423,118647.2908735613
2424,144937.43090272884
2425,204395.20556863135
2426,134752.49452303868
2427,128823.86743567849
2428,168193.2639934721
2429,119550.05176031135
2430,131427.90482932114
2431,111631.08814165342
2432,148776.47626708646
2433,142313.97062464565
2434,139675.38524427518
2435,146854.19496823673
2436,111087.72887546851
2437,116667.44179499139
2438,119967.29109234244
2439,99717.21846993844
2440,126222.60680762242
2441,86471.92776125284
2442,96913.4892138636
2443,121099.4653849004
2444,122840.8253992458
2445,89131.19948622576
2446,131606.13155762924
2447,180456.7945354794
2448,137019.10358047514
2449,119015.02117873769
2450,143767.91986463167
2451,129726.47014270462
2452,189719.1242045106
2453,89611.09473447234
2454,124314.20350785844
2455,118502.94380716936
2456,122116.00746721757
2457,132417.76554274748
2458,137869.22072791847
2459,110806.38939554532
2460,137670.24013666867
2461,127034.09458761066
2462,134354.46936501295
2463,126566.5466851501
2464,173760.6426722154
2465,139808.25100643752
2466,123947.79687590661
2467,134207.59711994298
2468,89526.73399179138
2469,77860.20128372454
2470,187483.79191700264
2471,191490.3765744468
2472,153261.39768297126
2473,122224.4429427016
2474,90436.95782736884
2475,203590.2321419663
2476,114869.17661406701
2477,118762.65306427835
2478,149814.42397083348
2479,101717.08527395739
2480,161723.08679987935
2481,121213.23042974307
2482,127451.76545447603
2483,115395.85391056017
2484,123614.07281147235
2485,127942.47886218244
2486,153694.48337782954
2487,179231.04116902145
2488,168180.08116802463
2489,149680.2193706488
2490,142343.74258765992
2491,96288.14173819771
2492,190640.04265617748
2493,159263.49365761247
2494,151455.37432618914
2495,92250.95824978725
2496,268882.0603547754
2497,146711.9724108914
2498,114047.27571347044
2499,87826.19403388185
2500,123908.6608020041
2501,135406.38156929513
2502,138962.16690234613
2503,89585.56859219575
2504,169627.40817467222
2505,222495.92538906066
2506,244404.16015979578
2507,268717.55339838134
2508,246007.70808275128
2509,229118.17397842626
2510,228964.20130892022
2511,181141.92891555422
2512,202004.8582963021
2513,208292.9766953998
2514,244470.52397678787
2515,152049.24200717307
2516,176087.54320917814
2517,143829.43210752908
2518,148129.05746945232
2519,245289.65636839578
2520,214650.35567381818
2521,187861.40636227393
2522,218328.04150367063
2523,119956.86405485593
2524,144742.00458757914
2525,150382.24660050514
2526,143116.23984556634
2527,123571.1661471395
2528,133961.19544687786
2529,137246.77359049532
2530,124399.26054975358
2531,236621.81180091982
2532,224208.38313647642
2533,192181.4718111895
2534,235359.74362272827
2535,283255.8707443129
2536,236917.83086668266
2537,239262.94597173098
2538,181407.4428150304
2539,180239.03901887833
2540,179244.4218163102
2541,183765.98400555702
2542,167842.91180798155
2543,117250.14397589889
2544,123351.96841203836
2545,132756.9169574054
2546,135093.21849836456
2547,134281.27212712588
2548,154570.6640798821
2549,155906.23557312615
2550,618589.3323371261
2551,143300.25195914385
2552,126216.06619504397
2553,69664.21522934947
2554,97561.57033288297
2555,117644.19362617868
2556,102039.5147122161
2557,105377.30984324277
2558,145840.71260942033
2559,135999.44019126927
2560,161069.8371512444
2561,155131.08492333352
2562,139804.88906897587
2563,151608.26890804135
2564,201880.37824872625
2565,140625.52496528736
2566,171150.84959511893
2567,129714.61061189747
2568,192901.564747655
2569,229971.57745020342
2570,121210.07094863482
2571,193339.09345680737
2572,143094.39770424526
2573,215564.55463813664
2574,288783.8969224985
2575,137841.59830943815
2576,117268.83543731997
2577,143014.79136183317
2578,86281.62540133815
2579,74472.02609179456
2580,102869.8889353288
2581,109915.40441628936
2582,104880.5081007731
2583,262907.95753268263
2584,162895.58943649288
2585,193792.74261057205
2586,208624.04172322433
2587,190648.85302776186
2588,132888.16931200924
2589,148120.93518601838
2590,198887.60549993612
2591,209279.80367240278
2592,205283.9986818858
2593,258428.2374198588
2594,182937.17272406223
2595,210777.1843847114
2596,279124.87484326237
2597,187382.92772614775
2598,293274.02230242186
2599,320169.40714805137
2600,135701.22782659926
2601,141246.93865110597
2602,83805.2501402842
2603,93671.29291482648
2604,89113.20049798134
2605,77298.87473236828
2606,142707.90263204952
2607,186435.33465094224
2608,192143.08998453536
2609,166969.15264930483
2610,110715.2658542821
2611,108340.59408938084
2612,157563.99466360733
2613,129580.0312353528
2614,127037.39593097454
2615,149232.5864078901
2616,140094.2514143006
2617,180336.09989454108
2618,212499.14231677377
2619,190701.39369346434
2620,182031.84292260572
2621,174299.30154554392
2622,176430.98736838478
2623,239036.9141428881
2624,295794.155672672
2625,275527.6656489526
2626,175996.9328271208
2627,170473.13943236414
2628,515057.6184174984
2629,533155.6642610575
2630,407714.20592468925
2631,476567.0860305815
2632,450901.1949029224
2633,319715.96807726915
2634,414335.92383361317
2635,158371.24020190138
2636,180195.08520555764
2637,173352.1302165577
2638,256946.42066407012
2639,197362.1840420483
2640,157063.48989399156
2641,109998.7326413962
2642,181620.2381173249
2643,105588.96346534498
2644,127806.73607562447
2645,114286.49706891782
2646,99842.43173660443
2647,100669.27709843533
2648,141233.57561809526
2649,156424.68976562994
2650,136159.39474335779
2651,148625.05201363598
2652,389756.2563314743
2653,262376.15731276135
2654,255793.10032730206
2655,388877.0902692941
2656,323636.9664743522
2657,338454.58552456857
2658,309720.574955252
2659,322655.4161054184
2660,377586.37274633173
2661,343507.1443626598
2662,367863.9264268562
2663,279978.1692571932
2664,279729.8112118568
2665,331971.9105185299
2666,288614.6020440805
2667,174727.95859531203
2668,182313.80885905758
2669,176999.83868007344
2670,274802.1551266662
2671,181161.74792000037
2672,193059.3616418366
2673,196410.30806888628
2674,187595.80485642442
2675,184564.97592154
2676,190148.86468534014
2677,201726.45536990085
2678,253622.24151267676
2679,272268.41262031987
2680,306315.6620121896
2681,415857.1877716903
2682,319267.03760546795
2683,511349.49646944157
2684,333206.6783135842
2685,304793.23414479836
2686,236399.01793119003
2687,312564.9890317705
2688,213093.74885288737
2689,218719.87710733508
2690,425001.1693912217
2691,193785.78844523878
2692,143994.10341155215
2693,188068.53752726282
2694,137205.46279023602
2695,192891.880005667
2696,184039.04562221802
2697,182230.90757898276
2698,179821.56207941065
2699,172342.2860185433
2700,163372.52286424508
2701,160272.30540185742
2702,122561.49263904488
2703,129819.26195681066
2704,147883.64219656936
2705,124876.1574249439
2706,122110.52514419139
2707,126889.38376345944
2708,135195.18095133663
2709,107809.98023958414
2710,131983.40512546353
2711,261326.64273613523
2712,387372.3267252005
2713,176603.28899448406
2714,152729.701051978
2715,174956.84795260913
2716,145341.45996822626
2717,190109.55627774246
2718,224862.37900408616
2719,145453.9136976655
2720,165920.27441429763
2721,139276.78535474587
2722,153329.78175998473
2723,145143.02863001148
2724,129417.62517289101
2725,126974.98130822596
2726,144689.73173259047
2727,176604.95856131456
2728,182489.6379310867
2729,156132.21253317624
2730,147981.93026311352
2731,121824.56739855986
2732,136115.44638864347
2733,160580.81287602478
